NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3	NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3	Details ...	125	0.5685568	2.563864	0.0	0.0	0.0	506	tags=37%, list=14%, signal=41%	
PYRIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0019362	PYRIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0019362	Details ...	20	0.7817626	2.3925543	0.0	9.842438E-4	0.001	446	tags=60%, list=12%, signal=68%	
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	Details ...	30	0.6925307	2.3894415	0.0	6.561625E-4	0.001	640	tags=60%, list=17%, signal=72%	
NICOTINAMIDE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0046496	NICOTINAMIDE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0046496	Details ...	20	0.7817626	2.3533907	0.0	4.921219E-4	0.001	446	tags=60%, list=12%, signal=68%	
HEMOSTASIS%REACTOME DATABASE ID RELEASE 91%109582	HEMOSTASIS%REACTOME DATABASE ID RELEASE 91%109582	Details ...	92	0.5288252	2.3038402	0.0	8.295114E-4	0.002	419	tags=32%, list=11%, signal=35%	
PYRIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072524	PYRIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072524	Details ...	20	0.7817626	2.2957091	0.0	6.912595E-4	0.002	446	tags=60%, list=12%, signal=68%	
REGULATION OF WOUND HEALING%GOBP%GO:0061041	REGULATION OF WOUND HEALING%GOBP%GO:0061041	Details ...	18	0.7551844	2.2943432	0.0	8.662446E-4	0.003	492	tags=72%, list=13%, signal=83%	
REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	Details ...	21	0.73702353	2.2695637	0.0	7.579641E-4	0.003	492	tags=62%, list=13%, signal=71%	
CARBOHYDRATE METABOLISM%REACTOME%R-HSA-71387.12	CARBOHYDRATE METABOLISM%REACTOME%R-HSA-71387.12	Details ...	50	0.5603868	2.1729906	0.0	0.004662154	0.019	387	tags=28%, list=10%, signal=31%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 91%1630316	GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 91%1630316	Details ...	19	0.72143114	2.160131	0.0	0.005579724	0.025	132	tags=32%, list=4%, signal=33%	
CELL-CELL COMMUNICATION%REACTOME%R-HSA-1500931.8	CELL-CELL COMMUNICATION%REACTOME%R-HSA-1500931.8	Details ...	25	0.65965533	2.1391969	0.0	0.0072987773	0.037	545	tags=44%, list=15%, signal=51%	
CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 91%446728	CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 91%446728	Details ...	18	0.69395226	2.0946105	0.0	0.01166653	0.065	645	tags=56%, list=17%, signal=67%	
CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS%GOBP%GO:1901136	CARBOHYDRATE DERIVATIVE CATABOLIC PROCESS%GOBP%GO:1901136	Details ...	34	0.58298904	2.0597155	0.0	0.018049128	0.105	413	tags=35%, list=11%, signal=39%	
PURINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072523	PURINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072523	Details ...	17	0.69196373	2.0225866	0.0	0.02720088	0.165	582	tags=47%, list=16%, signal=56%	
SPHINGOLIPID METABOLISM%REACTOME DATABASE ID RELEASE 91%428157	SPHINGOLIPID METABOLISM%REACTOME DATABASE ID RELEASE 91%428157	Details ...	22	0.65050036	2.0198753	0.0	0.026211275	0.17	440	tags=41%, list=12%, signal=46%	
AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	Details ...	19	0.68220603	2.0175576	0.006993007	0.025585374	0.177	894	tags=58%, list=24%, signal=76%	
METABOLIC EPILEPTIC DISORDERS%WIKIPATHWAYS_20250210%WP5355%HOMO SAPIENS	METABOLIC EPILEPTIC DISORDERS%WIKIPATHWAYS_20250210%WP5355%HOMO SAPIENS	Details ...	15	0.69453967	2.0153344	0.0	0.025016911	0.184	61	tags=27%, list=2%, signal=27%	
HEMOSTASIS%GOBP%GO:0007599	HEMOSTASIS%GOBP%GO:0007599	Details ...	20	0.6641069	2.0122952	0.0	0.024532225	0.191	713	tags=65%, list=19%, signal=80%	
